model,image_name,mosz1,mosz2,mosz3,prompt
Glide,064-1.png,1.993942608,2.135627358,1.997782472,"""the word 'APPLE' on an apple"""
Glide,077-3.png,2.201913646,1.916402421,1.882482881,"""two pianos next to each other"""
stable-diffusion,036-4.png,2.928788541,2.567885306,2.464390613,"""a kids' book cover with an illustration of white dog driving a red pickup truck"""
Lafite,055-4.png,2.195212296,2.536222901,2.365239369,"""a painting of the food of china"""
Glide,075-3.png,2.383499117,2.657425226,2.763168072,"""three green peppers"""
stable-diffusion,018-4.png,2.997756357,2.773346481,3.014516319,"""Sunset over the sea"""
DALLE,046-2.png,2.551345602,2.427740611,2.673033154,"""a drawing of a series of musical notes wrapped around the Earth"""
stable-diffusion,070-1.png,2.461008794,2.221189808,2.042219712,"""Four cats surrounding a dog"""
Lafite,095-1.png,1.953350337,2.029858274,1.758903967,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
Controlnet,000-4.png,2.85068848,2.579008041,3.011153699,"""a corgi"""
Lafite,039-1.png,1.830251699,1.944720498,1.974433312,"""a teddy bear on a skateboard in times square"""
Unidiffuser,054-2.png,2.735505955,2.610899344,2.843688253,"""A photo of a lotus flower made of water. """
DALLE,081-4.png,2.849112243,3.064048325,3.005083779,"""two people facing each other"""
Controlnet,078-1.png,2.544044237,2.844292827,2.083070335,"""a tennis court with three yellow cones on it"""
Lafite,074-1.png,1.98719388,1.829554259,2.099427392,"""ten red apples"""
stable-diffusion,085-4.png,2.943956063,2.817923367,2.806702614,"""a close-up of an old-fashioned cocktail"""
Unidiffuser,034-1.png,2.281588676,2.707837735,2.498197714,"""a small garden with an apple tree behind it"""
Lafite,073-1.png,2.467766663,2.673732064,2.34560749,"""two red balls on a table"""
DALLE,079-4.png,2.829120849,2.605709852,2.662388419,"""Times Square with thousands of dogs running around"""
Lafite,006-2.png,2.143078209,2.219777536,2.3079904,"""a book cover"""
Unidiffuser,007-1.png,3.252224583,3.292071959,3.203607838,"""a kitchen"""
Controlnet,007-3.png,2.735556991,2.646433615,2.635844116,"""a kitchen"""
Glide,055-4.png,2.031623161,2.439982425,2.523823122,"""a painting of the food of china"""
Lafite,002-4.png,2.115116783,2.233959252,2.753661506,"""a boat"""
Glide,058-3.png,2.204962197,2.134034357,2.612350727,"""a painting of a white country home with a wrap-around porch"""
Lafite,004-1.png,2.449760387,2.383097221,2.928559,"""a flower"""
Lafite,034-4.png,2.176268211,2.485338265,2.427647335,"""a small garden with an apple tree behind it"""
Glide,042-4.png,1.999547069,2.243790791,2.001655238,"""A bicycle on top of a boat"""
Controlnet,094-4.png,2.551622425,2.25035698,2.492127034,"""a banana without its peel"""
stable-diffusion,082-2.png,2.749685133,2.517896273,2.58320053,"""an overhead view of a pickup truck with boxes in its flatbed"""
Unidiffuser,077-2.png,1.962947212,2.310507418,2.36521675,"""two pianos next to each other"""
Unidiffuser,070-4.png,2.13145028,2.071560898,2.200949594,"""Four cats surrounding a dog"""
Unidiffuser,005-4.png,2.649966068,2.668244301,2.970122347,"""a green pepper"""
Controlnet,023-3.png,2.906280181,2.480645757,2.60859719,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
Lafite,021-1.png,1.631537101,1.559897411,1.991987536,"""a grandmother reading a book to her grandson and granddaughter"""
Lafite,065-1.png,2.002327165,1.94497555,1.937129428,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
Controlnet,043-1.png,2.58007729,2.569169637,2.330608734,"""a sword slicing through a loaf of bread"""
Controlnet,021-2.png,2.678747831,2.386248014,2.342198481,"""a grandmother reading a book to her grandson and granddaughter"""
Controlnet,001-3.png,2.315293557,2.612102171,2.811754867,"""a girl"""
Unidiffuser,018-2.png,2.825876125,2.770087977,2.498958837,"""Sunset over the sea"""
Glide,001-4.png,1.598067461,1.609785352,1.619269499,"""a girl"""
Unidiffuser,099-3.png,2.969015037,2.817968176,2.734149244,"""An aerial view of Ha Long Bay without any boats"""
Unidiffuser,026-4.png,2.454999471,2.404278696,2.453327668,"""A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."""
stable-diffusion,075-3.png,2.324113672,2.471560971,2.355602065,"""three green peppers"""
stable-diffusion,014-3.png,3.207866949,2.997505257,2.596262275,"""a pumpkin with a candle in it"""
stable-diffusion,019-2.png,2.907793897,2.798782608,2.800935818,"""a boat in the canals of venice"""
Unidiffuser,091-3.png,2.999174833,3.044602251,2.89501928,"""a classroom without any students"""
Controlnet,052-2.png,2.602372314,2.556272271,2.598513753,"""a cartoon of a train going to the moon"""
Glide,064-3.png,2.262269692,2.674861495,2.201703149,"""the word 'APPLE' on an apple"""
Glide,065-4.png,2.183578596,2.279585564,2.092722589,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
Unidiffuser,037-4.png,2.664841857,2.774194613,2.757944066,"""A bare kitchen has wood cabinets and white appliances"""
Lafite,014-4.png,1.87076302,2.08047913,1.988801655,"""a pumpkin with a candle in it"""
DALLE,018-4.png,2.905540818,2.776275757,2.551834854,"""Sunset over the sea"""
Controlnet,048-4.png,2.036472058,1.961147753,2.281263252,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
Unidiffuser,045-3.png,2.308534128,2.361830164,2.403978213,"""A bowl of soup that looks like a monster with tofu says deep learning"""
Glide,080-2.png,1.984686007,2.230774097,2.088977826,"""view of a giraffe and a zebra in the middle of a field"""
Lafite,067-1.png,2.046143294,2.130707404,2.084732112,"""a yellow wall with 'Hello, world.' written on it"""
Unidiffuser,064-2.png,2.395486173,2.2275684,2.077832421,"""the word 'APPLE' on an apple"""
DALLE,031-1.png,2.299575327,1.902227396,2.195778674,"""a library filled with kids reading books"""
Unidiffuser,091-2.png,1.571424039,1.792664085,2.007216011,"""a classroom without any students"""
Lafite,021-4.png,1.982596045,1.665322346,1.954123834,"""a grandmother reading a book to her grandson and granddaughter"""
DALLE,055-3.png,2.935218714,2.716517729,2.735833678,"""a painting of the food of china"""
DALLE,065-4.png,3.075666731,2.9950294,2.476559292,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
Unidiffuser,049-1.png,3.282536615,2.69831692,3.099359124,"""an elephant walking on the Great Wall"""
stable-diffusion,089-2.png,3.408386215,3.538975136,3.430199155,"""an aerial view of the Great Wall"""
Unidiffuser,090-4.png,2.723316529,2.330404848,2.108016968,"""A bird gives an apple to a squirrel"""
Glide,009-2.png,2.053136353,2.579467865,2.718286179,"""a photo of san francisco's golden gate bridge"""
Glide,007-1.png,2.081506233,2.416219212,2.791340708,"""a kitchen"""
Unidiffuser,073-1.png,2.448599644,2.288375032,2.188676388,"""two red balls on a table"""
Glide,075-1.png,1.916446176,2.154253267,2.150947124,"""three green peppers"""
Unidiffuser,073-2.png,2.697170061,2.823376226,3.106140736,"""two red balls on a table"""
DALLE,077-4.png,3.034460115,3.071949001,3.113535183,"""two pianos next to each other"""
stable-diffusion,001-1.png,2.932217261,2.800794681,2.917862854,"""a girl"""
Glide,096-2.png,2.158256762,2.430544714,1.779567867,"""We painted the wall with cracks."""
Glide,083-1.png,2.118554482,2.47056859,2.645845626,"""view of a clock tower from above"""
Lafite,007-3.png,2.219906528,2.655884024,2.96755947,"""a kitchen"""
Controlnet,036-2.png,2.467605095,2.237365003,2.205785617,"""a kids' book cover with an illustration of white dog driving a red pickup truck"""
DALLE,067-3.png,2.593710444,2.656754541,2.414056702,"""a yellow wall with 'Hello, world.' written on it"""
DALLE,060-3.png,3.011807612,2.85513152,2.809841452,"""a cartoon of a dog saying ""I see what you did there"""""
DALLE,057-1.png,2.628966982,2.468128628,2.643180997,"""an oil painting of a tree and a building"""
Lafite,056-4.png,2.335788639,2.166569595,2.185974157,"""an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"""
Controlnet,025-1.png,2.577648953,2.661545204,2.14662053,"""a pineapple with one beer to its left and two beers on its right"""
stable-diffusion,065-3.png,3.121503295,2.951878083,2.655914387,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
Controlnet,025-4.png,3.10309284,2.947922988,2.662877194,"""a pineapple with one beer to its left and two beers on its right"""
Controlnet,059-1.png,2.270564356,2.372729157,2.450498013,"""Downtown Shanghai at sunrise. detailed ink wash."""
DALLE,017-4.png,2.279328956,2.690565386,2.879751264,"""a coffee table with a magazine on it"""
Lafite,014-3.png,2.154334488,2.12301777,2.159496424,"""a pumpkin with a candle in it"""
Unidiffuser,041-4.png,1.989028474,2.548473227,2.318437634,"""A photo of an astronaut riding a horse in the forest."""
Glide,084-1.png,1.880512844,1.888381568,1.939698199,"""a cross-section view of a walnut"""
DALLE,076-3.png,3.351759752,3.131537796,3.407984166,"""three small yellow boxes"""
DALLE,004-1.png,3.309845352,3.404809589,3.451795215,"""a flower"""
DALLE,035-1.png,2.9867293,2.916525018,2.839226842,"""a bloody mary cocktail next to a napkin"""
Lafite,043-2.png,2.156430571,1.938333188,1.772766403,"""a sword slicing through a loaf of bread"""
Glide,016-4.png,2.297913482,2.67279056,2.748002544,"""A heart made of chocolate"""
Controlnet,040-3.png,2.45002322,2.202818359,2.548938871,"""A blue colored dog"""
DALLE,071-2.png,2.550734438,2.173394799,2.768800457,"""three children on a couch"""
DALLE,074-2.png,3.270713263,3.042748676,2.783253257,"""ten red apples"""
Lafite,059-2.png,2.118560431,2.317249311,2.030365694,"""Downtown Shanghai at sunrise. detailed ink wash."""
Unidiffuser,014-1.png,3.120961668,2.914984642,3.000769548,"""a pumpkin with a candle in it"""
DALLE,064-2.png,2.475926363,2.257475526,2.255671608,"""the word 'APPLE' on an apple"""
Glide,035-4.png,1.989573161,2.367393983,2.05074226,"""a bloody mary cocktail next to a napkin"""
stable-diffusion,027-3.png,2.125806935,2.448078645,2.596327391,"""A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table"""
stable-diffusion,025-4.png,3.171874633,3.090418025,2.987317453,"""a pineapple with one beer to its left and two beers on its right"""
stable-diffusion,040-3.png,2.820863208,2.374424324,2.273441152,"""A blue colored dog"""
Unidiffuser,022-1.png,2.555044285,2.626431108,2.351463209,"""a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. """
Glide,003-3.png,2.063368642,2.25765883,2.626477337,"""a bench"""
Glide,015-4.png,1.858524431,2.609022439,2.595612144,"""A bowl of Chicken Pho"""
DALLE,066-4.png,2.605599274,3.095275686,2.601577634,"""the word 'START'"""
DALLE,014-3.png,3.127836164,3.145586641,2.166389327,"""a pumpkin with a candle in it"""
Controlnet,004-2.png,2.822302635,2.683522475,2.990888868,"""a flower"""
Controlnet,098-4.png,2.831552185,2.712115955,3.023816009,"""a street without vehicles"""
Glide,071-2.png,1.713798344,1.965605381,1.619031666,"""three children on a couch"""
DALLE,082-4.png,2.841612985,2.631420226,2.789972264,"""an overhead view of a pickup truck with boxes in its flatbed"""
stable-diffusion,093-4.png,2.84429887,2.644806505,1.926141893,"""a closet without clothes"""
Glide,090-1.png,1.979536513,2.057052132,2.165219005,"""A bird gives an apple to a squirrel"""
Glide,091-2.png,1.841856441,2.106383795,1.802093638,"""a classroom without any students"""
stable-diffusion,064-3.png,3.022301541,2.880147574,2.407044041,"""the word 'APPLE' on an apple"""
Glide,000-4.png,2.198863516,2.643429846,2.962914642,"""a corgi"""
Controlnet,073-3.png,2.521718615,2.611544088,2.167284995,"""two red balls on a table"""
Glide,047-3.png,2.129634482,2.637907415,2.106782708,"""a small kitchen with a white goat in it"""
Unidiffuser,054-3.png,2.572126424,2.553660669,2.353072199,"""A photo of a lotus flower made of water. """
Unidiffuser,025-4.png,2.573295477,2.710790506,2.588764114,"""a pineapple with one beer to its left and two beers on its right"""
Glide,092-4.png,2.215345923,2.255884326,2.182642768,"""a car with no windows"""
Lafite,012-2.png,2.061298774,2.175147923,2.44970234,"""A red bus is driving on the road"""
Controlnet,066-3.png,2.723247321,2.804286066,2.471189254,"""the word 'START'"""
Controlnet,054-1.png,3.174577589,3.07611117,2.841299659,"""A photo of a lotus flower made of water. """
Controlnet,047-3.png,2.706428029,2.636615963,2.683048075,"""a small kitchen with a white goat in it"""
Lafite,010-4.png,1.768055407,2.057447532,2.151948661,"""A giraffe walking through a green grass covered field"""
DALLE,051-3.png,2.651498411,2.544913183,2.860872728,"""a portrait of a man wearing sunglasses and a business suit, painting in pop art style"""
Lafite,091-3.png,2.07044969,1.995947104,2.046407498,"""a classroom without any students"""
DALLE,078-1.png,2.928660154,2.705278036,2.291779582,"""a tennis court with three yellow cones on it"""
DALLE,074-1.png,3.231975092,3.155226939,2.632955007,"""ten red apples"""
Glide,043-4.png,1.926276384,2.238186198,2.010025401,"""a sword slicing through a loaf of bread"""
Controlnet,050-2.png,3.155591945,2.782415849,2.511307018,"""A photo of a panda made of water."""
Lafite,022-1.png,2.081063014,2.135435352,2.181595196,"""a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. """
stable-diffusion,025-2.png,2.901824355,2.856959032,2.468541836,"""a pineapple with one beer to its left and two beers on its right"""
stable-diffusion,014-2.png,2.891698042,2.81209665,2.782967594,"""a pumpkin with a candle in it"""
Unidiffuser,015-1.png,2.746477242,2.718496225,2.593435407,"""A bowl of Chicken Pho"""
Lafite,080-4.png,1.9210519,1.989495317,2.047816726,"""view of a giraffe and a zebra in the middle of a field"""
Controlnet,012-1.png,2.833967587,2.648790549,2.952867246,"""A red bus is driving on the road"""
Glide,037-4.png,2.09629416,2.213468589,2.251021099,"""A bare kitchen has wood cabinets and white appliances"""
