Image_prompt,Text_prompt,Generated_image,MOS_q,MOS_a,MOS_c,MOS
,there is a clock that is sitting on a table,MJ_1196_00.jpg,3.704,3.1929,3.8757,10.7726
,there is a clock that is sitting on a table,MJ_1196_01.jpg,3.6157,3.6417,3.9933,11.2507
,there is a clock that is sitting on a table,MJ_1196_10.jpg,3.8088,3.555,4.0422,11.406
,there is a clock that is sitting on a table,MJ_1196_11.jpg,3.325,2.718,3.6575,9.7005
,there is a scale with two coins on it and a gold plate,MJ_1197_00.jpg,3.5475,3.3283,3.62,10.4958
,there is a scale with two coins on it and a gold plate,MJ_1197_01.jpg,3.392,3.6475,3.9225,10.962
,there is a scale with two coins on it and a gold plate,MJ_1197_10.jpg,3.61,3.186,3.862,10.658
,there is a scale with two coins on it and a gold plate,MJ_1197_11.jpg,3.8578,3.642,3.8143,11.3141
,"a bathroom with a washer and a dryer in it, premium bathroom design",MJ_1198_00.jpg,3.9814,3.482,3.97,11.4334
,"a bathroom with a washer and a dryer in it, premium bathroom design",MJ_1198_01.jpg,3.886,3.64,3.96,11.486
,"a bathroom with a washer and a dryer in it, premium bathroom design",MJ_1198_10.jpg,3.9712,3.6033,4.0967,11.6712
,"a bathroom with a washer and a dryer in it, premium bathroom design",MJ_1198_11.jpg,4.0067,3.364,4.054,11.4247
,a man sitting on a stone pillar playing a saxophone,MJ_1199_00.jpg,3.29,2.6633,4.0333,9.9866
,a man sitting on a stone pillar playing a saxophone,MJ_1199_01.jpg,3.6567,3.6122,3.9186,11.1875
,a man sitting on a stone pillar playing a saxophone,MJ_1199_10.jpg,3.09,2.8967,3.7429,9.7296
,a man sitting on a stone pillar playing a saxophone,MJ_1199_11.jpg,3.87,3.53,3.9278,11.3278
,"corgi, standing on a train track, happy",DALLE_1000_00.jpg,3.3475,1.8867,3.986,9.2202
,"corgi, standing on a train track, happy",DALLE_1000_01.jpg,3.044,1.9617,3.7625,8.7682
,"corgi, standing on a train track, happy",DALLE_1000_10.jpg,2.87,1.8938,3.9733,8.7371
,"corgi, standing on a train track, happy",DALLE_1000_11.jpg,3.164,2.045,3.88,9.089
,"white dog, running on a dirt path, blue collar",DALLE_1001_00.jpg,3.6117,3.0475,3.9075,10.5667
,"white dog, running on a dirt path, blue collar",DALLE_1001_01.jpg,3.5233,3.05,3.8075,10.3808
,"white dog, running on a dirt path, blue collar",DALLE_1001_10.jpg,3.8083,3.336,3.967,11.1113
,"white dog, running on a dirt path, blue collar",DALLE_1001_11.jpg,3.3486,3.15,3.9157,10.4143
,"white samoyed dog, sitting in the grass with leaves on the ground",DALLE_1002_00.jpg,3.5512,3.305,4.0629,10.9191
,"white samoyed dog, sitting in the grass with leaves on the ground",DALLE_1002_01.jpg,3.3333,2.7917,3.9525,10.0775
,"white samoyed dog, sitting in the grass with leaves on the ground",DALLE_1002_10.jpg,3.565,3.25,4.0575,10.8725
,"white samoyed dog, sitting in the grass with leaves on the ground",DALLE_1002_11.jpg,3.52,3.0762,4.0317,10.6279
,"bird, orange feathers, sitting on a fence post",DALLE_1003_00.jpg,3.5167,3.218,3.8833,10.618
,"bird, orange feathers, sitting on a fence post",DALLE_1003_01.jpg,3.254,3.38,4.064,10.698
,"bird, orange feathers, sitting on a fence post",DALLE_1003_10.jpg,3.575,3.434,4,11.009
,"bird, orange feathers, sitting on a fence post",DALLE_1003_11.jpg,3.3771,3.125,3.904,10.4061
,bird with its wings spread out in the water,DALLE_1004_00.jpg,3.006,1.88,3.76,8.646
,bird with its wings spread out in the water,DALLE_1004_01.jpg,3.2175,2.535,3.9625,9.715
,bird with its wings spread out in the water,DALLE_1004_10.jpg,3.255,2.848,3.87,9.973
,bird with its wings spread out in the water,DALLE_1004_11.jpg,2.96,2.0983,3.9829,9.0412
,"bald eagle, flying over a forest with a city in the background",DALLE_1005_00.jpg,2.7875,2.8829,3.95,9.6204
,"bald eagle, flying over a forest with a city in the background",DALLE_1005_01.jpg,3.31,2.69,4.09,10.09
,"bald eagle, flying over a forest with a city in the background",DALLE_1005_10.jpg,3.21,2.2586,3.8711,9.3397
,"bald eagle, flying over a forest with a city in the background",DALLE_1005_11.jpg,3.11,2.2917,3.9556,9.3573
,"snail, sitting on a green stem",DALLE_1006_00.jpg,3.5443,2.998,3.99,10.5323
,"snail, sitting on a green stem",DALLE_1006_01.jpg,3.22,2.9025,3.9612,10.0837
,"snail, sitting on a green stem",DALLE_1006_10.jpg,3.332,2.968,4.0771,10.3771
,"snail, sitting on a green stem",DALLE_1006_11.jpg,3.205,3.252,4.1083,10.5653
,"frog, sitting on a leaf, green background",DALLE_1007_00.jpg,2.9767,2.34,3.8671,9.1838
,"frog, sitting on a leaf, green background",DALLE_1007_01.jpg,2.9867,2.2014,4.09,9.2781
,"frog, sitting on a leaf, green background",DALLE_1007_10.jpg,3.39,2.71,3.978,10.078
,"frog, sitting on a leaf, green background",DALLE_1007_11.jpg,3.018,2.51,3.98,9.508
,"frog, sitting on a rock in the water",DALLE_1008_00.jpg,3.635,3.6383,4.0938,11.3671
,"frog, sitting on a rock in the water",DALLE_1008_01.jpg,3.23,3.0325,3.832,10.0945
,"frog, sitting on a rock in the water",DALLE_1008_10.jpg,3.5917,3.395,4.03,11.0167
,"frog, sitting on a rock in the water",DALLE_1008_11.jpg,3.5333,3.1643,4.1273,10.8249
,"turtle, swimming in the ocean",DALLE_1009_00.jpg,3.1286,2.9925,3.9788,10.0999
,"turtle, swimming in the ocean",DALLE_1009_01.jpg,3.3175,3.0217,3.965,10.3042
,"turtle, swimming in the ocean",DALLE_1009_10.jpg,3.1629,2.4767,3.8925,9.5321
,"turtle, swimming in the ocean",DALLE_1009_11.jpg,3.6633,3.475,4.0957,11.234
,"turtle, sitting on top of a rock",DALLE_1010_00.jpg,3.4829,3.2762,4.1057,10.8648
,"turtle, sitting on top of a rock",DALLE_1010_01.jpg,3.7333,3.545,4.1744,11.4527
,"turtle, sitting on top of a rock",DALLE_1010_10.jpg,3.2571,2.958,3.7675,9.9826
,"turtle, sitting on top of a rock",DALLE_1010_11.jpg,3.4575,3.09,3.7925,10.34
,"lizard, sitting on a branch of a plant",DALLE_1011_00.jpg,3.4983,2.4033,4.0538,9.9554
,"lizard, sitting on a branch of a plant",DALLE_1011_01.jpg,3.0986,2.2357,3.7733,9.1076
,"lizard, sitting on a branch of a plant",DALLE_1011_10.jpg,3.4425,2.76,3.9083,10.1108
,"lizard, sitting on a branch of a plant",DALLE_1011_11.jpg,3.37,2.2129,4.0167,9.5996
,"duck, swimming in the water",DALLE_1012_00.jpg,3.1457,2.1962,4.064,9.4059
,"duck, swimming in the water",DALLE_1012_01.jpg,3.51,2.718,4.2,10.428
,"duck, swimming in the water",DALLE_1012_10.jpg,3.345,2.28,3.9229,9.5479
,"duck, swimming in the water",DALLE_1012_11.jpg,2.855,2.41,3.855,9.12
,"hedgehog, sitting on a ledge",DALLE_1013_00.jpg,3.7043,3.3814,4.2367,11.3224
,"hedgehog, sitting on a ledge",DALLE_1013_01.jpg,3.778,3.16,3.96,10.898
,"hedgehog, sitting on a ledge",DALLE_1013_10.jpg,3.4,3.2083,4.1143,10.7226
,"hedgehog, sitting on a ledge",DALLE_1013_11.jpg,3.5233,2.8967,3.9711,10.3911
,swan with wings spread out in the water,DALLE_1014_00.jpg,2.95,2.02,3.855,8.825
,swan with wings spread out in the water,DALLE_1014_01.jpg,3.4033,2.44,4.02,9.8633
,swan with wings spread out in the water,DALLE_1014_10.jpg,3.1133,2.558,3.9211,9.5924
,swan with wings spread out in the water,DALLE_1014_11.jpg,3.205,2.4037,3.792,9.4007
,a close up of a millipede on a wooden surface,DALLE_1015_00.jpg,3.4871,3.3611,3.7925,10.6407
,a close up of a millipede on a wooden surface,DALLE_1015_01.jpg,3.03,2.69,3.3143,9.0343
,a close up of a millipede on a wooden surface,DALLE_1015_10.jpg,2.728,2.7071,3.44,8.8751
,a close up of a millipede on a wooden surface,DALLE_1015_11.jpg,3.3262,2.7429,3.873,9.9421
,"snake, sitting in the grass",DALLE_1016_00.jpg,3.866,3.5444,4.18,11.5904
,"snake, sitting in the grass",DALLE_1016_01.jpg,3.7562,3.05,3.858,10.6642
,"snake, sitting in the grass",DALLE_1016_10.jpg,3.606,2.9567,4.1763,10.739
,"snake, sitting in the grass",DALLE_1016_11.jpg,3.302,2.465,4.0767,9.8437
,a spider in a web with a flower in the background,DALLE_1017_00.jpg,2.9743,1.6933,3.7071,8.3747
,a spider in a web with a flower in the background,DALLE_1017_01.jpg,2.7286,2.0425,3.7267,8.4978
,a spider in a web with a flower in the background,DALLE_1017_10.jpg,2.746,2.1325,3.8025,8.681
,a spider in a web with a flower in the background,DALLE_1017_11.jpg,2.94,1.8083,3.8333,8.5816
,jellyfishs floating in the water with a black background,DALLE_1018_00.jpg,3.6225,3.06,4.016,10.6985
,jellyfishs floating in the water with a black background,DALLE_1018_01.jpg,3.5967,3.2978,4.026,10.9205
,jellyfishs floating in the water with a black background,DALLE_1018_10.jpg,3.5514,3.07,4.07,10.6914
,jellyfishs floating in the water with a black background,DALLE_1018_11.jpg,3.4838,3.175,4.0811,10.7399
,there are many shells that are on a white surface,DALLE_1019_00.jpg,3.6071,3.3,4.14,11.0471
,there are many shells that are on a white surface,DALLE_1019_01.jpg,3.605,3.54,4.11,11.255
,there are many shells that are on a white surface,DALLE_1019_10.jpg,3.5557,3.19,3.93,10.6757
,there are many shells that are on a white surface,DALLE_1019_11.jpg,3.7133,3.36,4.0517,11.125
,a crab on a sandy beach with a pink shell,DALLE_1020_00.jpg,3.028,2.9667,3.7383,9.733
,a crab on a sandy beach with a pink shell,DALLE_1020_01.jpg,2.96,3.07,3.9333,9.9633
,a crab on a sandy beach with a pink shell,DALLE_1020_10.jpg,3.125,2.465,3.925,9.515
,a crab on a sandy beach with a pink shell,DALLE_1020_11.jpg,3,2.45,3.692,9.142
,there is a crayfish that is sitting on a rock in the water,DALLE_1021_00.jpg,3.596,3.44,3.912,10.948
,there is a crayfish that is sitting on a rock in the water,DALLE_1021_01.jpg,3.4575,2.74,4.124,10.3215
,there is a crayfish that is sitting on a rock in the water,DALLE_1021_10.jpg,3.3333,3.1017,4.0033,10.4383
,there is a crayfish that is sitting on a rock in the water,DALLE_1021_11.jpg,3.9129,3.356,4.1071,11.376
,there is a wolf standing in the grass with a wolf behind him,DALLE_1022_00.jpg,3.8611,3.4317,4.1033,11.3961
,there is a wolf standing in the grass with a wolf behind him,DALLE_1022_01.jpg,3.545,3.305,4.112,10.962
,there is a wolf standing in the grass with a wolf behind him,DALLE_1022_10.jpg,3.8325,3.88,4.155,11.8675
,there is a wolf standing in the grass with a wolf behind him,DALLE_1022_11.jpg,3.34,2.954,4.0767,10.3707
,"fox, standing in the grass and flowers",DALLE_1023_00.jpg,2.7944,2.0862,3.945,8.8256
,"fox, standing in the grass and flowers",DALLE_1023_01.jpg,3.275,2.544,4.11,9.929
,"fox, standing in the grass and flowers",DALLE_1023_10.jpg,3.0517,2.4175,4.022,9.4912
,"fox, standing in the grass and flowers",DALLE_1023_11.jpg,3.32,2.445,3.9833,9.7483
,there is a fat grey cat sitting on a wooden deck looking up,DALLE_1024_00.jpg,2.8488,1.8375,4.0425,8.7288
,there is a fat grey cat sitting on a wooden deck looking up,DALLE_1024_01.jpg,2.6275,2.264,3.9825,8.874
,there is a fat grey cat sitting on a wooden deck looking up,DALLE_1024_10.jpg,2.85,1.952,3.9675,8.7695
,there is a fat grey cat sitting on a wooden deck looking up,DALLE_1024_11.jpg,3.1175,2.396,3.9156,9.4291
,there is a watering can with a hose attached to it,DALLE_1025_00.jpg,3.38,2.9286,3.7217,10.0303
,there is a watering can with a hose attached to it,DALLE_1025_01.jpg,3.1433,2.196,3.3367,8.676
,there is a watering can with a hose attached to it,DALLE_1025_10.jpg,3.3183,3.296,3.59,10.2043
,there is a watering can with a hose attached to it,DALLE_1025_11.jpg,3.3,2.7843,3.878,9.9623
,"angry, black cat with yellow eyes laying on the ground",DALLE_1026_00.jpg,3.2071,3.192,3.871,10.2701
,"angry, black cat with yellow eyes laying on the ground",DALLE_1026_01.jpg,3.5283,3.3038,3.5567,10.3888
,"angry, black cat with yellow eyes laying on the ground",DALLE_1026_10.jpg,3.32,2.896,4.0167,10.2327
,"angry, black cat with yellow eyes laying on the ground",DALLE_1026_11.jpg,3.5488,3.1671,3.9386,10.6545
,the sphinx cat,DALLE_1027_00.jpg,2.57,1.7414,3.366,7.6774
,the sphinx cat,DALLE_1027_01.jpg,3.0725,2.1917,3.7483,9.0125
,the sphinx cat,DALLE_1027_10.jpg,2.7833,2.5925,3.925,9.3008
,the sphinx cat,DALLE_1027_11.jpg,2.8317,1.91,3.91,8.6517
,there is a black bear sitting on a tree stump in the woods,DALLE_1028_00.jpg,3.1789,2.1988,3.9633,9.341
,there is a black bear sitting on a tree stump in the woods,DALLE_1028_01.jpg,3.1425,2.5867,3.808,9.5372
,there is a black bear sitting on a tree stump in the woods,DALLE_1028_10.jpg,3.1267,2.465,3.926,9.5177
,there is a black bear sitting on a tree stump in the woods,DALLE_1028_11.jpg,3.2186,2.5,3.8157,9.5343
,"brown bear, standing on a rock in a river",DALLE_1029_00.jpg,2.862,2.675,3.6117,9.1487
,"brown bear, standing on a rock in a river",DALLE_1029_01.jpg,3.2483,2.616,3.7833,9.6476
,"brown bear, standing on a rock in a river",DALLE_1029_10.jpg,2.795,1.9117,3.94,8.6467
,"brown bear, standing on a rock in a river",DALLE_1029_11.jpg,3.116,2.163,3.855,9.134
,leopard resting on a tree branch in the wild,DALLE_1030_00.jpg,3.0512,2.604,4.014,9.6692
,leopard resting on a tree branch in the wild,DALLE_1030_01.jpg,3.4317,2.6,3.9714,10.0031
,leopard resting on a tree branch in the wild,DALLE_1030_10.jpg,2.891,2.3186,4.0013,9.2109
,leopard resting on a tree branch in the wild,DALLE_1030_11.jpg,2.975,1.84,3.5775,8.3925
,snow leopard walking in the snow in a forest with trees,DALLE_1031_00.jpg,2.441,1.756,3.678,7.875
,snow leopard walking in the snow in a forest with trees,DALLE_1031_01.jpg,2.68,2.1525,3.655,8.4875
,snow leopard walking in the snow in a forest with trees,DALLE_1031_10.jpg,2.4071,1.7383,3.5383,7.6837
,snow leopard walking in the snow in a forest with trees,DALLE_1031_11.jpg,2.676,1.97,3.7783,8.4243
,face of an lion with its mouth open,DALLE_1032_00.jpg,3.28,2.5925,3.9633,9.8358
,face of an lion with its mouth open,DALLE_1032_01.jpg,3.32,2.005,4.0983,9.4233
,face of an lion with its mouth open,DALLE_1032_10.jpg,3.3425,2.3,3.895,9.5375
,face of an lion with its mouth open,DALLE_1032_11.jpg,3.4025,2.75,4.0667,10.2192
,a tiger walking in the snow with its mouth open,DALLE_1033_00.jpg,3.234,2.692,4.1857,10.1117
,a tiger walking in the snow with its mouth open,DALLE_1033_01.jpg,3.454,2.6125,4.237,10.3035
,a tiger walking in the snow with its mouth open,DALLE_1033_10.jpg,3.155,2.4867,3.78,9.4217
,a tiger walking in the snow with its mouth open,DALLE_1033_11.jpg,3.05,2.326,3.9367,9.3127
,there is a grasshopper that is sitting on a branch,DALLE_1034_00.jpg,3.295,2.398,4.0773,9.7703
,there is a grasshopper that is sitting on a branch,DALLE_1034_01.jpg,3.53,2.5,3.8714,9.9014
,there is a grasshopper that is sitting on a branch,DALLE_1034_10.jpg,3.1217,2.5538,3.8762,9.5517
,there is a grasshopper that is sitting on a branch,DALLE_1034_11.jpg,3.1325,2.6738,3.9263,9.7326
,a dragonfly perched on a twig,DALLE_1035_00.jpg,3.1633,2.5,4.055,9.7183
,a dragonfly perched on a twig,DALLE_1035_01.jpg,3.5686,2.775,4.125,10.4686
,a dragonfly perched on a twig,DALLE_1035_10.jpg,3.2312,2.2425,3.854,9.3277
,a dragonfly perched on a twig,DALLE_1035_11.jpg,2.8675,2.1744,4.0278,9.0697
,a bee flying towards a sunflower with a yellow background,DALLE_1036_00.jpg,3.306,2.702,3.8871,9.8951
,a bee flying towards a sunflower with a yellow background,DALLE_1036_01.jpg,2.575,2.535,3.7812,8.8912
,a bee flying towards a sunflower with a yellow background,DALLE_1036_10.jpg,3.1357,2.515,3.91,9.5607
,a bee flying towards a sunflower with a yellow background,DALLE_1036_11.jpg,3.2033,2.6817,3.7983,9.6833
,there is a butterfly that is sitting on a flower,DALLE_1037_00.jpg,3.1171,2.794,3.756,9.6671
,there is a butterfly that is sitting on a flower,DALLE_1037_01.jpg,3.3162,2.9425,4.1171,10.3758
,there is a butterfly that is sitting on a flower,DALLE_1037_10.jpg,3.2488,2.7314,3.89,9.8702
,there is a butterfly that is sitting on a flower,DALLE_1037_11.jpg,3.088,2.4267,3.846,9.3607
,there is a large green mantis that is sitting on a branch,DALLE_1038_00.jpg,3.3256,2.4275,3.9438,9.6969
,there is a large green mantis that is sitting on a branch,DALLE_1038_01.jpg,2.9633,2.3767,4.045,9.385
,there is a large green mantis that is sitting on a branch,DALLE_1038_10.jpg,3.3167,2.528,3.8417,9.6864
,there is a large green mantis that is sitting on a branch,DALLE_1038_11.jpg,2.865,2.775,3.8225,9.4625
,"rabbit, sitting in the grass",DALLE_1039_00.jpg,3.52,3.14,4.0214,10.6814
,"rabbit, sitting in the grass",DALLE_1039_01.jpg,3.505,3.0175,3.935,10.4575
,"rabbit, sitting in the grass",DALLE_1039_10.jpg,3.568,2.922,3.9357,10.4257
,"rabbit, sitting in the grass",DALLE_1039_11.jpg,3.394,2.8114,3.97,10.1754
,there is a small white and brown hamster sitting in a pile of wood chips,DALLE_1040_00.jpg,3.54,2.884,3.866,10.29
,there is a small white and brown hamster sitting in a pile of wood chips,DALLE_1040_01.jpg,3.51,3.188,4.055,10.753
,there is a small white and brown hamster sitting in a pile of wood chips,DALLE_1040_10.jpg,3.34,3.342,3.8267,10.5087
,there is a small white and brown hamster sitting in a pile of wood chips,DALLE_1040_11.jpg,3.455,3.616,4.0022,11.0732
,"marmot, eating a carrot in the grass",DALLE_1041_00.jpg,3.798,3.53,4.0038,11.3318
,"marmot, eating a carrot in the grass",DALLE_1041_01.jpg,3.5575,3.4543,4.1667,11.1785
,"marmot, eating a carrot in the grass",DALLE_1041_10.jpg,3.2713,3.0875,3.8425,10.2013
,"marmot, eating a carrot in the grass",DALLE_1041_11.jpg,3.1075,3.21,4.0167,10.3342
,"squirrel, walking on a fence",DALLE_1042_00.jpg,3.2267,2.76,4.1227,10.1094
,"squirrel, walking on a fence",DALLE_1042_01.jpg,3.4825,2.84,3.864,10.1865
,"squirrel, walking on a fence",DALLE_1042_10.jpg,3.5886,3.3486,4.015,10.9522
,"squirrel, walking on a fence",DALLE_1042_11.jpg,3.8929,3.5912,4.19,11.6741
,two small brown and white guineapigs are laying in the grass,DALLE_1043_00.jpg,3.3375,3.0788,3.9875,10.4038
,two small brown and white guineapigs are laying in the grass,DALLE_1043_01.jpg,3.6586,3,3.998,10.6566
,two small brown and white guineapigs are laying in the grass,DALLE_1043_10.jpg,3.3733,3.285,3.994,10.6523
,two small brown and white guineapigs are laying in the grass,DALLE_1043_11.jpg,3.6067,3.345,3.97,10.9217
,"brown horse, running in a field of grass",DALLE_1044_00.jpg,3.5314,3.2538,3.812,10.5972
